,title,img url,link,view count,posted date,source,relevant keywords
75,[VLOG] 빵수니 브이로그 | 빵선물🍰 | 서울맛집🍽️ | 성수•가로수길 핫플🌮🥯| 타코튜즈데이•서울앵무새•우와•랜디스도넛 | 옛소담 약과 🥨 | 디저트 먹방,https://i.ytimg.com/vi/9BRmhxuKIso/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1w5durx5FBZwHKzNkxRuKrpQa_w,https://www.youtube.com/watch?v=9BRmhxuKIso,874 views,2 months ago,WonA원아,"['[', '고화질', '설정', '가능합니다', ']', '소소•행복한', '일상&여행', '기록', '브이로그', '.', 'instagram', '@jji.__.1', 'https://www.instagram.com/jji.__.1', '.', '[', '고화질', '설정', '가능합니다', ']', '소소•행복한', '일상&여행', '기록', '브이로그', '.', 'instagram', '@jji.__.1', 'https://www.instagram.com/jji.__.1', '.', 'From', 'the', 'video', 'description']"
76,[서울맛집 시청맛집]미나리가 산더미처럼 쌓인 내장 추가 가능한 생태탕 맛집,https://i.ytimg.com/vi/p77tmSCNX1Q/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBULBI46OGV4UqRFvFd0WHJtgfY2g,https://www.youtube.com/watch?v=p77tmSCNX1Q,1.2K views,1 year ago,부끄러운음식리뷰,"['북창동맛집', '#매운탕', '#대구탕', '#한국여행', '#서울맛집', '[부산갈매기]', '서울', '중구', '남대문로', '25-20', '평일', '11:00', '-', '21:30', '토요일', '11:00', '-', '21:00', '...', '북창동맛집', '#매운탕', '#대구탕', '#한국여행', '#서울맛집', '[부산갈매기]', '서울', '중구', '남대문로', '25-20', '평일', '11:00', '-', '21:30', '토요일', '11:00', '-', '21:00', '...', 'From', 'the', 'video', 'description']"
77,🍦10 Best Gelato in SEOUL l 젤라또 집착광공의 서울 맛집 10개,https://i.ytimg.com/vi/DuGhhXm7kO8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXMmkuMCqZ-Hx17prgPHLNsYyTXQ,https://www.youtube.com/watch?v=DuGhhXm7kO8,2.3K views,9 months ago,tasteseoul 테이스트서울,N/A
78,서울 맛집 이영상으로 종결할게 시즌3 #서울맛집 #서울여행 #shorts,https://i.ytimg.com/vi/3upCiDXGSvE/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIFkoMjAP&rs=AOn4CLB8WG2n9giu8xMm7QIjWQhnN9JUYw,https://www.youtube.com/shorts/3upCiDXGSvE,3K views,1 month ago,고르다일상,"['서울맛집', '#서울여행', '#shorts.', '서울맛집', '#서울여행', '#shorts.', 'From', 'the', 'video', 'description']"
79,서울맛집추천 BEST9  출처_@matziplife,https://i.ytimg.com/vi/lywngIejGFE/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIEAoLjAP&rs=AOn4CLAwEWpOfQzevZQUNILqDnoLRk0cKg,https://www.youtube.com/shorts/lywngIejGFE,776 views,6 months ago,오늘의 맛집탐방,N/A
80,💖브이로그💖 | 부산언니가 알려주는 서울맛집😋 | 서울 4박5일 갔다가 살쪄옴🥴,https://i.ytimg.com/vi/eA9sE6X7HMs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBd-OOzXnYmP5AQGIaMBqMElOpHag,https://www.youtube.com/watch?v=eA9sE6X7HMs,59K views,1 year ago,wanda show,"['서울', '#브이로그', '#vlog', '안녕하세요~', '체리들', '오늘은', '서울', '브이로그', '영상', '입니당', '#서울여행', '#서울맛집', '#태국음식', '#망원동맛집', '...', '서울', '#브이로그', '#vlog', '안녕하세요~', '체리들', '오늘은', '서울', '브이로그', '영상', '입니당', '#서울여행', '#서울맛집', '#태국음식', '#망원동맛집', '...', 'From', 'the', 'video', 'description']"
81,[서울맛집] 홍대입구역 분위기 좋은 돈마호크 레스토랑 추천,https://i.ytimg.com/vi/IanpXSjKVDU/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6EjcXGfV5HFI11pjyGei2FG1wkQ,https://www.youtube.com/watch?v=IanpXSjKVDU,200 views,5 months ago,BINTANG_별석준일기,"['10월', '22일', '내', '인생', '파스타는', '이태원', '경리단길에', '있던', '""마루쿠식당""의', '갓김치', '페투치네.', '하지만,', '""마루쿠식당""이', '문을', '닫은', '이후로', '그', '맛', '...', '10월', '22일', '내', '인생', '파스타는', '이태원', '경리단길에', '있던', '""마루쿠식당""의', '갓김치', '페투치네.', '하지만,', '""마루쿠식당""이', '문을', '닫은', '이후로', '그', '맛', '...', 'From', 'the', 'video', 'description']"
82,"일본 직장인의 한국 맛집 탐방 | 일본 친구들과 서울 맛집 탐방 | 영등포 더현대서울 | 원소주 리뷰 | 번패티번, 강금옥 쭈꾸미, 중화호반닭갈비, 들꽃쌈밥",https://i.ytimg.com/vi/mDHM4wbOF0E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA17kSBA5SS6YkjboSNfpgstrYAgA,https://www.youtube.com/watch?v=mDHM4wbOF0E,1.1K views,5 months ago,Joomari 주마리,"['일본브이로그#한국브이로그#원소주', '안녕하세요', '주마리입니다☺️', '이번', '영상도', '재밌게', '시청해', '주세요❤️', 'Information', '...', '일본브이로그#한국브이로그#원소주', '안녕하세요', '주마리입니다☺️', '이번', '영상도', '재밌게', '시청해', '주세요❤️', 'Information', '...', 'From', 'the', 'video', 'description']"
83,[이달의맛집] 서울 맛집 Best5 파인다이닝부터 인스타핫플까지 추천드려요,https://i.ytimg.com/vi/V5Zgx0jykbw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDIup6bWZrIm07tmrvLZK_bDc-PmQ,https://www.youtube.com/watch?v=V5Zgx0jykbw,7.7K views,1 year ago,세화 sehwa,"['안녕하세요', '여러분!', '처음으로', '목소리를', '입혀', '맛집을', '소개해보았습니다', '앞으로', '맛집들을', '모아', '컨텐츠로', '만들어', '볼', '예정이에요', '많은', '...', '안녕하세요', '여러분!', '처음으로', '목소리를', '입혀', '맛집을', '소개해보았습니다', '앞으로', '맛집들을', '모아', '컨텐츠로', '만들어', '볼', '예정이에요', '많은', '...', 'From', 'the', 'video', 'description']"
84,싱가포르 사람들이 먹는다는 돼지고기 국수 서울맛집 리뷰 먹방,https://i.ytimg.com/vi/XYpK_yPatGk/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhlIFQoPzAP&rs=AOn4CLC5mdn53qOiu4G3gWNdrs7h4uyczw,https://www.youtube.com/shorts/XYpK_yPatGk,13K views,9 months ago,냠냠차군,"['shorts', '원디그리노스', '서울', '강남구', '학동로43길', '8', '1층', '강남구청역', '3번', '출구', '도보5분', '지극히', '개인적인', '입맛임을', '참고해', '주세요.', 'shorts', '원디그리노스', '서울', '강남구', '학동로43길', '8', '1층', '강남구청역', '3번', '출구', '도보5분', '지극히', '개인적인', '입맛임을', '참고해', '주세요.', 'From', 'the', 'video', 'description']"
85,서울편/ 계획없이 가도 꼭 먹어야 하는 나만의 서울맛집!,https://i.ytimg.com/vi/VPheSWcsGzE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAYepUFlOY1rxv39resPiOvImKuRg,https://www.youtube.com/watch?v=VPheSWcsGzE,661 views,11 months ago,캐나다 왕탱집밥,"['안녕하세요', '왕탱식구', '여러분!!', '한국입국하기', '첫이야기를', '사랑해주셔서', '감사합니다!', '오늘은', '두번째', '이야기', '들어갑니다~', '영상', '함께', '즐겨', '...', '안녕하세요', '왕탱식구', '여러분!!', '한국입국하기', '첫이야기를', '사랑해주셔서', '감사합니다!', '오늘은', '두번째', '이야기', '들어갑니다~', '영상', '함께', '즐겨', '...', 'From', 'the', 'video', 'description']"
86,"서울 시장 맛집 추천 Best 7, 백종원 골목식당 맛집 여행 | 남녀노소 누구에게나 추천하는 서울 여행 코스✨ 서울 맛집, 서울 데이트, 서울 가볼만한곳, 이색 데이트 추천",https://i.ytimg.com/vi/kQyimvB6E9M/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_wWaEeh9Jn9dTLJ6rzR-exI3xAw,https://www.youtube.com/watch?v=kQyimvB6E9M,3.4K views,7 months ago,라이프샷 (서울여행&인사이트),N/A
87,이번엔 #서울맛집  #보양식으로 #냉면이 뜬다?! 서울에서 냉면이 맛있는 고깃집 BEST5!  [다이어리알/시스트로 이윤화 대표],https://i.ytimg.com/vi/5MHhM7lngcc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2aFdwwIJOScXMv6uR6v6gRtT69w,https://www.youtube.com/watch?v=5MHhM7lngcc,726 views,8 months ago,맹경순의맹모닝,N/A
88,"#맛집만 가득한 Vlog, 지난 5개월간의 서울 맛집 기록! 다녀온 곳은 더보기",https://i.ytimg.com/vi/W04hZnS5ntY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkLUuN2FxVYXeoS7PZqV6dSIbXXw,https://www.youtube.com/watch?v=W04hZnS5ntY,169 views,4 months ago,김가든,N/A
89,20년째 동네에서 정평난 간판부터 심상치 않은 레전드 맛집,https://i.ytimg.com/vi/Atq79oLgPUU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFe6sLRr9098RlwkavBniphGx90g,https://www.youtube.com/watch?v=Atq79oLgPUU,314K views,1 year ago,김사원세끼,"['...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', '...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', 'From', 'the', 'video', 'description']"
90,[서울 맛집] 강남 인생 등갈비 찾았습니다 #해몽 #맛있는녀석들 #혜리,https://i.ytimg.com/vi/e7DWhSaBQ1c/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDmBsed8HL_lHSw6MAcAfOfSBc3ng,https://www.youtube.com/watch?v=e7DWhSaBQ1c,1.2K views,2 months ago,서울진홍,"['서울맛집', '#강남맛집', '#서울진홍', '안녕하세요', '서울진홍입니다', '오늘소개할곳은', '강남구청역에', '위치한', '해몽입니다', '맛있게', '즐겨주세요', '...', '서울맛집', '#강남맛집', '#서울진홍', '안녕하세요', '서울진홍입니다', '오늘소개할곳은', '강남구청역에', '위치한', '해몽입니다', '맛있게', '즐겨주세요', '...', 'From', 'the', 'video', 'description']"
91,한 달에 4번만 문을 여는 미친 가성비 끝판왕 심야식당,https://i.ytimg.com/vi/6F6htEOaTZw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAY9T1FZ5IL9HPh_d9FCBzp_SDNNA,https://www.youtube.com/watch?v=6F6htEOaTZw,351K views,3 weeks ago,김사원세끼,"['----------', '-', '취미로', '유튜브', '하고', '있습니다', '-', '식당', '광고는', '절대로', '하지', '않습니다.', '-', '실제로는', '회사를', '다니고', '있는', '평범한', '직장인입니다', '...', '----------', '-', '취미로', '유튜브', '하고', '있습니다', '-', '식당', '광고는', '절대로', '하지', '않습니다.', '-', '실제로는', '회사를', '다니고', '있는', '평범한', '직장인입니다', '...', 'From', 'the', 'video', 'description']"
92,성수 맛집 불금 Seongsu Foodie Friday #shorts #food #korea #seoul #서울 #맛집,https://i.ytimg.com/vi/Au4WwdtckBE/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhlIFwoVTAP&rs=AOn4CLBars2gBn4vBxbJrPzBnJevOvLzJQ,https://www.youtube.com/shorts/Au4WwdtckBE,93 views,9 months ago,Janu the cat,N/A
93,한지민 떡볶이 그렇게나 맛있다며? 서울 맛집 리뷰 먹방,https://i.ytimg.com/vi/P5RLGu6FeTs/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARgkIEMofzAP&rs=AOn4CLCsnWmU2v4Gn92ADYr86iLxil4N-w,https://www.youtube.com/shorts/P5RLGu6FeTs,954K views,1 year ago,조이한끼,"['즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '광진구', '자양로43길', '42', '...', '즐기는', '한끼,', '조이한끼!', '구독은', '큰', '힘이', '됩니다!', '조이한끼', '이메일:', 'joey1meal@gmail.com', '[식당정보]', '주소', ':', '서울', '광진구', '자양로43길', '42', '...', 'From', 'the', 'video', 'description']"
94,독립문역의 향기! 서울맛집 내돈내먹! (설명란 참고),https://i.ytimg.com/vi/3mJr54pBNfI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2KoLNz694rOunlK_CpDEMgTGnVA,https://www.youtube.com/watch?v=3mJr54pBNfI,979 views,1 year ago,JEROME`S TALES.,"['인도', '신화에서의', '건달바', '(Gandharra)는', '여러', '천', '(天)들을', '위해', '허공을', '날아다니며', '음료와', '약품을', '제공하는', '신이다.', '술을', '먹지', '않고', '향', '...', '인도', '신화에서의', '건달바', '(Gandharra)는', '여러', '천', '(天)들을', '위해', '허공을', '날아다니며', '음료와', '약품을', '제공하는', '신이다.', '술을', '먹지', '않고', '향', '...', 'From', 'the', 'video', 'description']"
95,4개월 만에 한국 온 기념 서울 맛집 도장 깨기 시작,https://i.ytimg.com/vi/GTO9Zd1vh4c/hq720.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARh_IEsoHTAP&rs=AOn4CLBt31M0y8_GvGVa32D7xyjQ-32ZKg,https://www.youtube.com/shorts/GTO9Zd1vh4c,8.8K views,8 days ago,정다윤 dayun,"['노커어퍼', '#신용산', '#삼각지.', '노커어퍼', '#신용산', '#삼각지.', 'From', 'the', 'video', 'description']"
96,일식. 여기가 그 끝.. 어딘가쯤 되나요? 서울 맛집 웨스틴조선 호텔 일식당 스시조. 오마카세는 예약하기 어려워서 후쿠로쿠쥬코스로 다녀왔습니다!!,https://i.ytimg.com/vi/fqZ8Kl7jW7Q/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDEAdIDmpUCKSj2VtBQwGHl2rYhZw,https://www.youtube.com/watch?v=fqZ8Kl7jW7Q,621 views,9 months ago,창원사람,"['안녕하세요.', '창원사람입니다.', '음식을', '좋아한다고', '하면서,', '스시조를', '다녀와보지', '않았다고', '하니', '아련한', '눈으로', '저를', '보시던..', '그날이', '...', '안녕하세요.', '창원사람입니다.', '음식을', '좋아한다고', '하면서,', '스시조를', '다녀와보지', '않았다고', '하니', '아련한', '눈으로', '저를', '보시던..', '그날이', '...', 'From', 'the', 'video', 'description']"
97,#서울맛집#가산맛집#금천구맛집#금천구청#카츠레츠#돈까스맛집,https://i.ytimg.com/vi/Gb3YRkVc5rQ/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIE0oJzAP&rs=AOn4CLDjv0UP3_JIFTZQYpGXcT6k7WTFtg,https://www.youtube.com/shorts/Gb3YRkVc5rQ,1.4K views,2 months ago,Chance,N/A
98,"짧게 보는 2박 3일 서울 여행 브이로그 | 서울 맛집, 서울 카페 추천 | 오므라이스, 매콤크림파스타, 노티드, 마라탕, 마뗑킴, 에스프레소 바",https://i.ytimg.com/vi/CtHDyncnDyg/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCAMYAJTqwnW2l4AFbmReds4K83YQ,https://www.youtube.com/watch?v=CtHDyncnDyg,3K views,3 months ago,베리럽 berry_luv,"['안녕하세요!', '오늘은', '저번', '주에', '다녀왔던', '서울', '여행을', '짧게나마', '담아보았습니다', 'ㅎㅎ', '오늘', '영상도', '재밌게', '시청해', '주시고', '다음', '영상으로', '...', '안녕하세요!', '오늘은', '저번', '주에', '다녀왔던', '서울', '여행을', '짧게나마', '담아보았습니다', 'ㅎㅎ', '오늘', '영상도', '재밌게', '시청해', '주시고', '다음', '영상으로', '...', 'From', 'the', 'video', 'description']"
99,성수 맛집 감성 브런치 카페 |#shorts #서울브런치 #서울맛집,https://i.ytimg.com/vi/BioTnhGHiGk/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBlAOAAtAFigIMCAAQARhlIFEoQzAP&rs=AOn4CLCGVsmm6iOndIg7svBK647R192Rkg,https://www.youtube.com/shorts/BioTnhGHiGk,95 views,1 year ago,Yamyamfood,N/A
100,"[일상로그] #98 뉴욕🍀서울 VLOG | 부베트뉴욕, 서울맛집, 더현대서울, Mast Market, Sugarfina",https://i.ytimg.com/vi/zkglz_TGSPE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKJGnj0Z8iKIv2zFo9gBxSKhzOcQ,https://www.youtube.com/watch?v=zkglz_TGSPE,218 views,5 months ago,hemm tree,"['무더웠던', '여름이', '지나가고', '이제', '가을이', '되었네요.', '어서', '빨리', '센트럴파크의', '아름다운', '단풍을', '보고', '싶습니다.', '분주했던', '지난', '여름동안의', '...', '무더웠던', '여름이', '지나가고', '이제', '가을이', '되었네요.', '어서', '빨리', '센트럴파크의', '아름다운', '단풍을', '보고', '싶습니다.', '분주했던', '지난', '여름동안의', '...', 'From', 'the', 'video', 'description']"
101,서울 중식당 앞으로 여기만 갈래요 #서울맛집 #shorts #중식,https://i.ytimg.com/vi/M-fPxi7Oa6M/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARh_IE4oHTAP&rs=AOn4CLD5qF-HvaViBb_GfoDjutwqqlvcWQ,https://www.youtube.com/shorts/M-fPxi7Oa6M,4K views,2 months ago,고르다일상,"['마늘쫑돼지고기덮밥', '#shorts', '#서울맛집', '#서울여행.', '마늘쫑돼지고기덮밥', '#shorts', '#서울맛집', '#서울여행.', 'From', 'the', 'video', 'description']"
102,서울 맛집(중구 충무로): 종로에서 점심식사는 여기가 최고,https://i.ytimg.com/vi/tvYMmtt6SBM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRggtaAGv7phWT03t4LxBcx1X9VQ,https://www.youtube.com/watch?v=tvYMmtt6SBM,1.7K views,2 years ago,이상우애널리스트,"['안녕하세요,', '이상우', '애널리스트입니다', '1줄평:', '종로에서', '점심먹을때', '늘', '여기가', '1순위', '후보다', '------------------------', '왕비집', '02-3789-1945', '...', '안녕하세요,', '이상우', '애널리스트입니다', '1줄평:', '종로에서', '점심먹을때', '늘', '여기가', '1순위', '후보다', '------------------------', '왕비집', '02-3789-1945', '...', 'From', 'the', 'video', 'description']"
103,현시점 서울에서 가장 핫한 동네! 20대부터 60대까지 모두가 찾는 보물 같은 미친 식당,https://i.ytimg.com/vi/07szvHJocI4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDp26y_8yF0negQQmUx5OoZ2Fr-YA,https://www.youtube.com/watch?v=07szvHJocI4,376K views,1 year ago,김사원세끼,"['...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', '...', '서울', '맛집만', '올립니다.', '(처음', '가본', '집은', '안', '찍습니다.)', '*', '철저히', '김사원', '입맛에', '맞춘', '맛집입니다.', '(사람마다', '입맛과', '기준이', '다릅니다.)', 'From', 'the', 'video', 'description']"
104,"냉면맛집 말고 오이맛집 소개해드립니다 ( 종로구맛집,서울맛집,맛집추천 )",https://i.ytimg.com/vi/YCHPWD1r1Ks/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYXNGiJgzKNmmcCCMstjRjdtKq8A,https://www.youtube.com/watch?v=YCHPWD1r1Ks,16K views,2 years ago,램식,"['냉면맛집', '말고', '오이맛집', '소개해드립니다', '(', '종로구맛집,서울맛집,맛집추천', ')', '안녕하세요', '램식입니다', '오늘', '소개해드릴곳은', '서울', '종로구', '...', '냉면맛집', '말고', '오이맛집', '소개해드립니다', '(', '종로구맛집,서울맛집,맛집추천', ')', '안녕하세요', '램식입니다', '오늘', '소개해드릴곳은', '서울', '종로구', '...', 'From', 'the', 'video', 'description']"
105,서울에서 진짜 맛있는 식당 아구킹 입니다 #서울맛집 #점심맛집#shorts,https://i.ytimg.com/vi/RfBQjNe9qTk/hq720_2.jpg?sqp=-oaymwE2COgCEMoBSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIFYoMDAP&rs=AOn4CLBe55KFXHZxCI3tztsa3c5UA-Dzzg,https://www.youtube.com/shorts/RfBQjNe9qTk,3.1K views,2 months ago,고르다일상,"['서울맛집', '#동태탕', '#서울여행.', '서울맛집', '#동태탕', '#서울여행.', 'From', 'the', 'video', 'description']"
106,"[서울맛집 처마끝하늘풍경] 한정식 끝판왕 서울 에서 유명한 이곳! 맛,서비스, 친절 모임하기 좋고 상견례추천 합니다 !!",https://i.ytimg.com/vi/W_Tad00ykcY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDP9R6Xz3FY0ukHN68Kp5tfxm5sIA,https://www.youtube.com/watch?v=W_Tad00ykcY,210 views,4 weeks ago,대한민국숨은맛집,"['서울', '#서울맛집', '#서울여행', '#서울가볼만한곳', '#맛집', '#맛집공유', '#맛집추천', '#맛집탐방', '#먹방', '#브이로그', '#먹방', '#숨은맛집', '#여행', '#여행', '...', '서울', '#서울맛집', '#서울여행', '#서울가볼만한곳', '#맛집', '#맛집공유', '#맛집추천', '#맛집탐방', '#먹방', '#브이로그', '#먹방', '#숨은맛집', '#여행', '#여행', '...', 'From', 'the', 'video', 'description']"
107,오코노미야끼가 정말 맛있는 서울 맛집 두곳 소개합니다(feat.얼굴공개),https://i.ytimg.com/vi/6VHSuG_2g-g/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjCScXSFV8a6ZkNaYaX4WkEbH6qQ,https://www.youtube.com/watch?v=6VHSuG_2g-g,308 views,2 months ago,서울의 맛,N/A
